record_id,trip_start_date,trip_days,distance_km,transport_mode,tuk_engine_type,fuel_type,bus_type,occupancy,congestion_factor,terrain_factor,hotel_class,nightly_kwh_est,season,grid_ef_kgCO2_per_kWh,diesel_gen_l_per_night,water_heating,safari_engine_hours,festival_event,pilgrimage_support_km,pilgrimage_support_liters,meal_plan,food_emissions_kgCO2,rice_kg_per_day,rice_emissions_kgCO2,waste_kg_per_day,waste_method,waste_emissions_kgCO2,plastic_bottles_per_day,plastic_emissions_kgCO2,transport_emissions_kgCO2,accommodation_elec_kgCO2,accommodation_gen_kgCO2,festival_gen_emissions_kgCO2,pilgrimage_emissions_kgCO2,total_trip_emissions_kgCO2
4258,2025-11-11,6,114.0,Private Car,,Petrol,,4,1.03,1.0,Budget Hotel,9.19,wet,0.07,2.06,Diesel Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,2.257,Sanitary Landfill,6.77,0,0.0,4.606,3.86,57.245,0.0,0.0,94.801
4259,2025-08-06,7,1.0,Tourist Coach,,Petrol,Private,17,0.88,1.0,Budget Hotel,8.47,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,0.988,Incineration,1.384,0,0.0,0.004,65.812,0.0,0.0,0.0,93.24
4260,2025-05-05,4,43.2,Private Car,,Diesel,,2,0.97,1.15,3-star,22.66,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,27.216,0.6,3.624,2.27,Incineration,1.816,4,0.8,2.896,74.311,0.0,0.0,0.0,110.663
4261,2025-02-10,5,111.2,Tuk-Tuk,4-stroke,LPG,,2,0.8,1.15,Guesthouse,4.56,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,1.221,Open Landfill,3.052,1,0.25,2.669,30.982,0.0,0.0,0.0,61.253
4262,2025-01-17,4,74.9,Private Car,,Petrol,,1,0.96,1.0,5-star,99.16,wet,0.07,9.62,Solar Thermal,0.0,None,0,0.0,Local,11.256,0.6,3.624,2.163,Sanitary Landfill,4.326,3,0.6,13.192,27.764,103.126,0.0,0.0,163.888
4263,2025-02-09,5,91.3,Hybrid Car,,Petrol,,2,1.11,1.0,4-star,42.13,wet,0.07,0.25,Solar Thermal,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,0.425,Sanitary Landfill,1.064,1,0.25,2.313,14.746,3.35,0.0,0.0,46.022
4264,2025-03-24,5,31.0,Public Bus,,Petrol,Public,23,1.01,1.0,Guesthouse,4.34,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,1.024,Open Landfill,2.561,0,0.0,0.027,30.109,0.0,0.0,0.0,56.998
4265,2025-04-29,6,87.3,Hybrid Car,,Diesel,,3,0.9,1.0,Budget Hotel,10.82,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,23.724,0.6,5.436,0.389,Open Landfill,1.166,0,0.0,1.013,4.543,0.0,0.0,0.0,35.882
4266,2025-02-09,5,87.1,Electric Car,,Electric,,2,1.08,1.0,Budget Hotel,11.76,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,14.07,1.0,7.55,0.914,Sanitary Landfill,2.286,0,0.0,10.036,5.165,0.0,92.71,0.0,131.817
4267,2025-03-18,7,9.2,Public Bus,,Diesel,Public,31,1.31,1.15,4-star,33.25,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,27.678,1.0,10.57,0.776,Incineration,1.087,3,1.05,0.008,190.862,0.0,0.0,0.0,231.255
4268,2025-06-18,6,118.6,Hybrid Car,,Diesel,,4,1.02,1.0,3-star,22.02,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,16.884,0.3,2.718,1.391,Open Landfill,4.172,3,0.9,1.476,9.249,0.0,0.0,0.0,35.399
4269,2025-05-10,8,1.0,Hybrid Car,,Electric,,1,1.45,1.0,Guesthouse,4.6,wet,0.07,0.0,Electric Boiler,0.0,Pilgrimage (Pada Yatra),88,83.87,Mixed,31.632,0.6,7.248,1.992,Composting,0.797,1,0.4,0.059,4.255,0.0,0.0,224.772,269.163
4270,2025-08-01,6,91.1,Train,,Electric,,63,1.01,1.0,Budget Hotel,10.77,dry,0.82,0.0,Electric Boiler,0.0,Pilgrimage (Pada Yatra),13,15.25,Local,16.884,1.0,9.06,1.261,Open Landfill,3.782,2,0.6,0.044,67.75,0.0,0.0,40.87,138.99
4271,2025-04-29,6,185.9,Train,,Electric,,82,1.11,1.0,Budget Hotel,11.21,dry,0.82,2.64,Solar Thermal,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.072,Open Landfill,3.215,3,0.9,0.075,55.152,42.451,0.0,0.0,127.738
4272,2025-06-26,7,120.8,Public Bus,,Diesel,Public,37,1.06,1.0,3-star,19.02,wet,0.07,3.35,Solar Thermal,0.0,None,0,0.0,Local,19.698,0.6,6.342,2.144,Open Landfill,7.504,1,0.35,0.069,9.32,62.846,0.0,0.0,106.129
4273,2025-02-26,4,120.5,Hybrid Car,,Electric,,1,1.16,1.0,Budget Hotel,9.57,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,11.256,0.3,1.812,0.2,Open Landfill,0.4,1,0.2,6.781,3.518,0.0,58.46,0.0,82.427
4274,2025-11-23,8,26.2,Tourist Coach,,LPG,Private,12,0.94,1.0,3-star,21.56,wet,0.07,4.7,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,22.512,0.6,7.248,0.642,Open Landfill,2.569,1,0.4,0.144,13.755,100.768,522.503,0.0,669.898
4275,2025-11-19,7,186.1,Hybrid Car,,Electric,,1,1.01,1.0,4-star,39.53,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,0.3,3.171,0.456,Composting,0.159,2,0.7,9.629,244.105,0.0,0.0,0.0,305.393
4276,2025-02-09,8,162.6,Train,,Electric,,48,1.11,1.15,5-star,104.09,dry,0.82,8.39,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.0,0.0,1.629,Open Landfill,6.518,1,0.4,0.113,702.496,179.882,0.0,0.0,911.92
4277,2025-03-27,8,29.4,Train,,Electric,,85,1.15,1.0,3-star,16.86,dry,0.82,0.0,Solar Thermal,0.0,Small Local Festival,0,0.0,Local,22.512,1.5,18.12,1.27,Open Landfill,5.082,3,1.2,0.012,110.573,0.0,32.747,0.0,190.246
4278,2025-02-17,6,51.5,Tuk-Tuk,2-stroke,Diesel,,1,1.01,1.0,5-star,110.03,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,23.724,0.3,2.718,0.815,Composting,0.244,2,0.6,6.242,47.474,0.0,0.0,0.0,81.002
4279,2025-07-20,6,155.3,Private Car,,LPG,,1,0.85,1.0,3-star,19.39,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,23.724,0.6,5.436,1.408,Open Landfill,4.225,1,0.3,18.005,9.404,0.0,0.0,0.0,61.094
4280,2025-03-04,6,187.8,Hybrid Car,,Petrol,,2,1.01,1.0,3-star,19.51,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,1.528,Incineration,1.834,1,0.3,4.083,110.74,0.0,0.0,0.0,139.276
4281,2025-08-26,8,4.1,Hybrid Car,,LPG,,3,0.83,1.0,Budget Hotel,11.08,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,31.632,1.5,18.12,1.934,Open Landfill,7.736,0,0.0,0.066,6.204,32.16,0.0,0.0,95.918
4282,2025-11-22,4,19.8,Tourist Coach,,Petrol,Private,27,1.04,1.0,4-star,47.21,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,1.073,Composting,0.215,1,0.2,0.053,14.059,0.0,0.0,0.0,33.967
4283,2025-05-23,7,71.4,Tourist Coach,,Electric,Private,14,0.87,1.0,Budget Hotel,9.31,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Import-Heavy,47.628,0.6,6.342,1.132,Composting,0.396,1,0.35,0.311,6.032,0.0,1013.767,0.0,1074.826
4284,2025-09-19,7,1.0,Private Car,,Diesel,,1,1.37,1.0,Guesthouse,6.26,dry,0.82,1.22,Electric Boiler,0.0,None,0,0.0,Mixed,27.678,0.6,6.342,1.004,Open Landfill,3.513,1,0.35,0.21,53.165,22.887,0.0,0.0,114.144
4285,2025-04-25,4,81.1,Private Car,,Petrol,,1,0.8,1.0,3-star,21.38,wet,0.07,7.3,Diesel Boiler,0.0,None,0,0.0,Mixed,15.816,1.0,6.04,1.403,Composting,0.281,2,0.4,8.74,5.986,94.336,0.0,0.0,131.599
4286,2025-03-02,9,151.1,Private Car,,Electric,,2,0.98,1.0,Eco-lodge,7.85,dry,0.82,10.04,Diesel Boiler,0.0,None,0,0.0,Local,25.326,0.0,0.0,1.409,Open Landfill,6.338,2,0.9,12.517,57.968,278.345,0.0,0.0,381.395
4287,2025-02-14,8,1.0,Hybrid Car,,Electric,,1,0.89,1.0,3-star,22.1,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,22.512,0.0,0.0,0.49,Open Landfill,1.959,0,0.0,0.038,12.376,0.0,0.0,0.0,36.886
4288,2025-06-04,4,87.6,Train,,Electric,,35,0.93,1.0,3-star,21.01,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,1.191,Incineration,0.953,2,0.4,0.07,6.723,0.0,0.0,0.0,23.026
4289,2025-06-29,5,45.1,Hybrid Car,,Petrol,,1,0.8,1.0,Guesthouse,5.12,dry,0.82,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,14.07,1.5,11.325,1.261,Incineration,1.261,1,0.25,1.538,33.294,0.0,460.088,0.0,521.826
4290,2025-04-25,3,178.4,Public Bus,,Petrol,Public,11,1.51,1.0,3-star,18.47,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,20.412,0.3,1.359,1.339,Incineration,0.803,1,0.15,0.49,4.509,0.0,0.0,0.0,27.723
4291,2025-04-12,5,45.8,Tourist Coach,,LPG,Private,11,1.08,1.0,3-star,20.85,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,1.21,Open Landfill,3.024,3,0.75,0.315,97.773,0.0,0.0,0.0,126.162
4292,2025-07-26,4,171.1,Public Bus,,Petrol,Public,25,1.26,1.35,3-star,20.35,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,0.289,Open Landfill,0.578,2,0.4,0.172,76.574,0.0,0.0,0.0,97.165
4293,2025-02-04,6,44.2,Tourist Coach,,Diesel,Private,19,1.14,1.15,Guesthouse,6.62,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.253,Composting,0.376,4,1.2,0.186,2.779,24.12,0.0,0.0,54.605
4294,2025-03-21,7,126.3,Tuk-Tuk,4-stroke,LPG,,1,1.08,1.0,Budget Hotel,11.14,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.3,3.171,1.535,Open Landfill,5.374,1,0.35,8.184,81.18,0.0,0.0,0.0,117.958
4295,2025-01-12,7,95.1,Train,,Electric,,41,1.2,1.0,4-star,55.36,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,19.698,1.0,10.57,0.2,Composting,0.07,2,0.7,0.084,28.596,0.0,541.35,0.0,601.068
4296,2025-03-08,5,71.7,Hybrid Car,,Electric,,2,1.08,1.0,Budget Hotel,9.85,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,14.07,1.0,7.55,1.068,Sanitary Landfill,2.67,1,0.25,2.28,52.685,0.0,94.566,0.0,174.071
4297,2025-04-25,5,32.6,Train,,Electric,,110,1.17,1.0,Guesthouse,5.73,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.0,0.0,0.2,Sanitary Landfill,0.5,4,1.0,0.01,3.057,0.0,0.0,0.0,24.337
4298,2025-07-26,6,99.4,Pilgrimage Support Truck,,Electric,,7,0.81,1.0,Guesthouse,5.16,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,16.884,1.5,13.59,1.789,Open Landfill,5.368,0,0.0,43.892,2.166,24.12,0.0,0.0,106.02
4299,2025-03-28,9,53.6,Private Car,,Electric,,1,0.8,1.0,Budget Hotel,10.97,wet,0.07,0.59,Electric Boiler,0.0,None,0,0.0,Local,25.326,0.6,8.154,1.159,Open Landfill,5.213,1,0.45,5.566,8.798,14.231,0.0,0.0,67.739
4300,2025-06-29,6,38.6,Private Car,,Electric,,3,0.81,1.0,5-star,98.98,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,16.884,0.6,5.436,1.328,Open Landfill,3.983,3,0.9,1.654,486.975,0.0,0.0,0.0,515.833
4301,2025-01-21,9,168.4,Electric Car,,Electric,,2,0.8,1.0,4-star,43.28,dry,0.82,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,25.326,0.6,8.154,1.677,Open Landfill,7.545,1,0.45,164.268,341.542,0.0,937.626,0.0,1484.911
4302,2025-08-20,3,112.9,Hybrid Car,,Diesel,,3,0.8,1.0,Budget Hotel,10.16,dry,0.82,0.0,Diesel Boiler,0.0,Small Local Festival,0,0.0,Mixed,11.862,1.0,4.53,1.246,Open Landfill,1.87,2,0.3,1.384,24.986,12.06,159.11,0.0,216.101
4303,2025-02-10,8,118.6,Train,,Electric,,76,1.16,1.0,3-star,18.34,wet,0.07,3.84,Electric Boiler,0.0,None,0,0.0,Mixed,31.632,0.3,3.624,1.455,Incineration,2.327,2,0.8,0.054,11.951,82.33,0.0,0.0,132.718
4304,2025-09-09,12,56.5,Safari Jeep,,Petrol,,5,1.16,1.0,4-star,32.89,wet,0.07,0.0,Electric Boiler,2.7,None,0,0.0,Local,33.768,0.6,10.872,0.418,Open Landfill,2.51,3,1.8,0.972,30.145,0.0,0.0,0.0,80.066
4305,2025-09-28,5,68.8,Train,,Electric,,75,0.8,1.0,Guesthouse,5.12,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,34.02,0.3,2.265,1.367,Open Landfill,3.417,1,0.25,0.022,1.793,20.1,0.0,0.0,61.866
4306,2025-10-29,7,65.1,Tuk-Tuk,2-stroke,Petrol,,2,1.17,1.0,Eco-lodge,8.75,wet,0.07,11.84,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.3,3.171,0.284,Composting,0.099,1,0.35,4.57,5.756,222.118,0.0,0.0,255.763
4307,2025-02-09,4,100.2,Tuk-Tuk,2-stroke,Petrol,,1,0.95,1.15,5-star,117.39,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,1.253,Incineration,1.002,3,0.6,11.423,33.711,0.0,0.0,0.0,61.616
4308,2025-06-08,4,118.5,Public Bus,,Electric,Public,41,1.01,1.0,Eco-lodge,7.56,wet,0.07,6.18,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,0.2,Sanitary Landfill,0.4,2,0.4,0.058,2.958,66.25,0.0,0.0,84.946
4309,2025-01-23,2,78.2,Hybrid Car,,Petrol,,1,0.8,1.0,4-star,44.35,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,5.628,1.0,3.02,1.923,Open Landfill,1.923,1,0.1,2.372,6.209,0.0,0.0,0.0,19.251
4310,2025-04-25,4,32.4,Safari Jeep,,Petrol,,4,0.8,1.0,3-star,13.49,dry,0.82,0.0,Electric Boiler,5.09,None,0,0.0,Local,11.256,0.0,0.0,1.089,Sanitary Landfill,2.179,0,0.0,2.291,54.095,0.0,0.0,0.0,69.821
4311,2025-07-13,7,125.6,Private Car,,LPG,,3,0.8,1.15,Budget Hotel,10.18,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.801,Open Landfill,6.304,2,0.7,5.396,6.458,0.0,0.0,0.0,44.898
4312,2025-11-21,4,82.0,Hybrid Car,,Petrol,,1,1.04,1.15,5-star,120.21,dry,0.82,0.0,Electric Boiler,0.0,Pilgrimage (Pada Yatra),116,86.82,Local,11.256,0.0,0.0,0.619,Composting,0.124,1,0.2,4.039,404.129,0.0,0.0,232.678,652.425
4313,2025-11-04,3,1.0,Hybrid Car,,Electric,,1,1.28,1.0,Eco-lodge,9.95,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,0.6,2.718,0.36,Incineration,0.216,3,0.45,0.055,31.849,0.0,0.0,0.0,43.73
4314,2025-07-30,7,1.0,Safari Jeep,,Electric,,5,0.8,1.0,3-star,17.03,wet,0.07,0.0,Electric Boiler,4.94,None,0,0.0,Local,19.698,0.6,6.342,1.841,Open Landfill,6.443,1,0.35,1.778,9.813,0.0,0.0,0.0,44.425
4315,2025-03-31,5,97.9,Electric Car,,Electric,,1,0.8,1.15,5-star,118.99,dry,0.82,6.1,Diesel Boiler,0.0,None,0,0.0,Local,14.07,1.0,7.55,1.339,Composting,0.335,1,0.25,259.318,487.844,101.84,0.0,0.0,871.206
4316,2025-03-21,4,30.2,Hybrid Car,,Electric,,3,0.99,1.15,3-star,20.6,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,11.256,0.6,3.624,0.635,Composting,0.127,0,0.0,0.487,6.607,0.0,842.445,0.0,864.546
4317,2025-01-08,7,105.9,Tuk-Tuk,4-stroke,LPG,,1,0.91,1.0,Budget Hotel,7.99,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,1.0,10.57,0.938,Sanitary Landfill,3.282,1,0.35,5.782,5.386,0.0,0.0,0.0,45.068
4318,2025-10-03,3,33.5,Pilgrimage Support Truck,,LPG,,19,0.95,1.0,4-star,36.39,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,8.442,0.6,2.718,1.037,Sanitary Landfill,1.556,0,0.0,4.971,7.641,12.06,0.0,0.0,37.388
4319,2025-02-12,4,88.0,Private Car,,Petrol,,1,0.92,1.35,5-star,111.23,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.3,1.812,0.493,Composting,0.099,4,0.8,10.583,374.687,0.0,0.0,0.0,399.237
4320,2025-07-23,11,57.3,Hybrid Car,,Diesel,,1,1.14,1.0,Budget Hotel,8.36,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,30.954,0.6,9.966,1.959,Incineration,4.31,0,0.0,2.445,102.443,0.0,55.449,0.0,205.567
4321,2025-01-25,8,185.1,Hybrid Car,,Petrol,,2,1.3,1.0,5-star,98.96,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,22.512,0.6,7.248,1.997,Open Landfill,7.987,1,0.4,6.504,57.098,0.0,135.797,0.0,237.546
4322,2025-07-14,5,137.0,Pilgrimage Support Truck,,Diesel,,4,1.09,1.0,3-star,20.87,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,1.863,Sanitary Landfill,4.658,1,0.25,78.963,8.354,0.0,0.0,0.0,110.825
4323,2025-09-19,2,160.8,Private Car,,Electric,,1,0.84,1.0,Eco-lodge,8.18,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,5.628,0.3,0.906,1.622,Composting,0.162,1,0.1,25.471,1.565,0.0,104.743,0.0,138.576
4324,2025-09-22,4,81.4,Hybrid Car,,Electric,,1,0.8,1.0,Budget Hotel,10.29,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,0.488,Open Landfill,0.977,0,0.0,3.038,3.72,0.0,0.0,0.0,27.175
4325,2025-01-18,8,129.3,Train,,Electric,,90,1.23,1.0,Eco-lodge,8.27,dry,0.82,1.03,Solar Thermal,0.0,None,0,0.0,Local,22.512,0.6,7.248,0.924,Open Landfill,3.698,2,0.8,0.053,54.233,22.083,0.0,0.0,110.627
4326,2025-06-26,8,85.5,Private Car,,Diesel,,1,0.8,1.0,Eco-lodge,6.92,dry,0.82,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,22.512,1.0,12.08,1.104,Incineration,1.766,1,0.4,9.569,65.088,0.0,395.538,0.0,506.953
4327,2025-06-04,4,168.2,Hybrid Car,,Diesel,,1,0.8,1.0,Eco-lodge,9.02,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,0.596,Incineration,0.477,3,0.6,6.383,29.576,16.08,0.0,0.0,67.995
4328,2025-06-20,8,75.6,Tourist Coach,,Petrol,Private,16,1.14,1.0,4-star,52.31,wet,0.07,9.36,Solar Thermal,0.0,None,0,0.0,Local,22.512,1.0,12.08,0.723,Sanitary Landfill,2.89,1,0.4,0.377,29.292,200.678,0.0,0.0,268.23
4329,2025-05-13,3,1.0,Tuk-Tuk,4-stroke,Diesel,,1,0.82,1.0,Budget Hotel,10.75,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,0.6,2.718,0.629,Open Landfill,0.943,2,0.3,0.049,33.833,0.0,0.0,0.0,46.286
4330,2025-02-03,6,1.0,Hybrid Car,,Electric,,2,0.8,1.0,4-star,48.07,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,1.0,9.06,0.311,Open Landfill,0.933,3,0.9,0.017,251.268,0.0,0.0,0.0,303.003
4331,2025-01-13,3,180.1,Hybrid Car,,Diesel,,1,1.02,1.0,Eco-lodge,8.8,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,20.412,0.6,2.718,2.074,Open Landfill,3.11,5,0.75,8.159,2.477,0.0,0.0,0.0,37.626
4332,2025-11-04,5,108.7,Public Bus,,Diesel,Public,22,0.86,1.0,Eco-lodge,8.68,dry,0.82,2.22,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,1.0,7.55,1.834,Composting,0.459,1,0.25,0.085,47.883,29.748,0.0,0.0,105.745
4333,2025-03-30,6,112.7,Tourist Coach,,Electric,Private,16,0.8,1.0,Guesthouse,5.85,dry,0.82,11.14,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,0.878,Open Landfill,2.634,3,0.9,0.394,43.562,179.131,0.0,0.0,252.566
4334,2025-01-09,4,169.4,Hybrid Car,,Diesel,,4,0.83,1.0,Budget Hotel,9.45,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,1.351,Open Landfill,2.702,0,0.0,1.519,3.485,0.0,0.0,0.0,22.586
4335,2025-10-26,5,1.0,Hybrid Car,,Petrol,,4,0.8,1.0,Eco-lodge,7.18,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,19.77,1.0,7.55,1.458,Open Landfill,3.646,2,0.5,0.012,2.515,20.1,0.0,0.0,54.093
4336,2025-10-21,6,58.5,Pilgrimage Support Truck,,LPG,,18,0.8,1.35,3-star,14.31,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,23.724,0.6,5.436,2.412,Open Landfill,7.235,2,0.6,10.069,6.011,0.0,0.0,0.0,53.076
4337,2025-04-19,3,65.8,Tourist Coach,,LPG,Private,21,0.8,1.0,5-star,102.64,dry,0.82,18.91,Diesel Boiler,0.0,None,0,0.0,Mixed,11.862,1.0,4.53,1.824,Open Landfill,2.736,2,0.3,0.175,252.483,164.096,0.0,0.0,436.183
4338,2025-11-14,6,124.5,Safari Jeep,,LPG,,4,1.0,1.0,Budget Hotel,11.1,wet,0.07,0.0,Electric Boiler,3.07,None,0,0.0,Import-Heavy,40.824,0.6,5.436,0.748,Open Landfill,2.244,2,0.6,1.381,5.921,0.0,0.0,0.0,56.407
4339,2025-04-18,7,38.4,Train,,Electric,,32,1.19,1.0,3-star,21.07,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,27.678,0.6,6.342,1.608,Open Landfill,5.627,3,1.05,0.043,120.956,0.0,0.0,0.0,161.696
4340,2025-11-21,3,7.9,Hybrid Car,,Petrol,,4,0.99,1.0,Budget Hotel,9.23,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,0.6,2.718,0.806,Open Landfill,1.209,0,0.0,0.074,2.568,0.0,0.0,0.0,15.011
4341,2025-10-02,6,7.4,Tuk-Tuk,4-stroke,Petrol,,2,0.8,1.15,Guesthouse,6.0,dry,0.82,0.0,Solar Thermal,0.0,Small Local Festival,0,0.0,Local,16.884,0.6,5.436,0.892,Composting,0.268,0,0.0,0.178,29.542,0.0,38.929,0.0,91.236
4342,2025-11-25,6,149.0,Public Bus,,Diesel,Public,28,0.95,1.0,Budget Hotel,9.21,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.0,0.0,1.674,Sanitary Landfill,5.021,1,0.3,0.101,5.127,0.0,0.0,0.0,27.433
4343,2025-10-12,8,35.4,Private Car,,Electric,,3,0.8,1.0,Guesthouse,5.59,dry,0.82,3.31,Solar Thermal,0.0,None,0,0.0,Local,22.512,0.6,7.248,0.924,Sanitary Landfill,3.696,0,0.0,1.239,36.641,70.966,0.0,0.0,142.303
4344,2025-09-02,9,46.9,Tourist Coach,,Electric,Private,21,1.03,1.0,5-star,120.48,wet,0.07,1.94,Electric Boiler,0.0,Pilgrimage (Pada Yatra),71,51.3,Import-Heavy,61.236,1.0,13.59,1.7,Sanitary Landfill,7.649,0,0.0,0.161,77.791,46.793,0.0,137.484,344.703
4345,2025-01-18,8,118.1,Hybrid Car,,Petrol,,1,0.8,1.0,3-star,22.66,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.6,7.248,1.206,Composting,0.482,2,0.8,4.366,168.309,0.0,0.0,0.0,203.718
4346,2025-07-11,5,38.1,Hybrid Car,,Diesel,,1,1.34,1.15,Budget Hotel,10.86,wet,0.07,0.17,Solar Thermal,0.0,None,0,0.0,Local,14.07,0.6,4.53,0.674,Open Landfill,1.685,2,0.5,1.959,3.8,2.278,0.0,0.0,28.822
4347,2025-06-14,8,1.0,Tuk-Tuk,4-stroke,Diesel,,3,0.96,1.0,5-star,99.89,dry,0.82,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,22.512,0.3,3.624,1.091,Sanitary Landfill,4.364,1,0.4,0.019,674.971,0.0,247.392,0.0,953.282
4348,2025-08-18,7,1.0,Public Bus,,Petrol,Public,37,1.13,1.0,3-star,20.12,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,19.698,0.0,0.0,1.113,Open Landfill,3.895,0,0.0,0.001,9.857,0.0,0.0,0.0,33.451
4349,2025-09-23,8,76.6,Hybrid Car,,Petrol,,1,0.94,1.0,Eco-lodge,6.47,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,31.632,0.6,7.248,0.969,Open Landfill,3.877,3,1.2,2.743,5.301,0.0,0.0,0.0,52.001
4350,2025-09-18,6,109.8,Train,,Electric,,107,0.8,1.0,Eco-lodge,7.04,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.5,13.59,1.297,Incineration,1.556,3,0.9,0.025,4.219,0.0,0.0,0.0,37.174
4351,2025-01-03,6,67.9,Private Car,,Electric,,2,1.61,1.15,Eco-lodge,8.75,dry,0.82,0.0,Solar Thermal,0.0,Pilgrimage (Pada Yatra),79,64.06,Mixed,23.724,0.6,5.436,1.155,Composting,0.347,2,0.6,8.18,43.071,0.0,0.0,171.681,253.039
